"publication","geocode.value","count","relative.percentage","location_rank"
"Bob Damron's Address Book","Hawthrone, CA",1,0.00227728183640007,160
"Bob Damron's Address Book","Hayward, CA",46,0.104754964474403,115
"Bob Damron's Address Book","Hazleton, PA",1,0.00227728183640007,160
"Bob Damron's Address Book","Hegins, PA",1,0.00227728183640007,160
"Bob Damron's Address Book","Helena, MT",19,0.0432683548916014,142
"Bob Damron's Address Book","Hemet, CA",7,0.0159409728548005,154
"Bob Damron's Address Book","Hempstead, NY",8,0.0182182546912006,153
"Bob Damron's Address Book","Henderson, KY",3,0.00683184550920022,158
"Bob Damron's Address Book","Henrietta, TX",3,0.00683184550920022,158
"Bob Damron's Address Book","Hermon, NY",2,0.00455456367280015,159
"Bob Damron's Address Book","Hermosa Beach, CA",6,0.0136636910184004,155
"Bob Damron's Address Book","Hernando, MS",5,0.0113864091820004,156
"Bob Damron's Address Book","Hialeah, FL",12,0.0273273820368009,149
"Bob Damron's Address Book","Hickory, NC",9,0.0204955365276007,152
"Bob Damron's Address Book","Hicksville, NY",2,0.00455456367280015,159
"Bob Damron's Address Book","High Point, NC",7,0.0159409728548005,154
"Bob Damron's Address Book","Highland Park, CA",11,0.0250501002004008,150
"Bob Damron's Address Book","Highland Park, NJ",4,0.00910912734560029,157
"Bob Damron's Address Book","Highland Park, NY",2,0.00455456367280015,159
"Bob Damron's Address Book","Highland, CA",1,0.00227728183640007,160
"Bob Damron's Address Book","Highland, NY",5,0.0113864091820004,156
"Bob Damron's Address Book","Highlands Park, NJ",1,0.00227728183640007,160
"Bob Damron's Address Book","Highlands, NJ",5,0.0113864091820004,156
"Bob Damron's Address Book","Hilaleah, FL",2,0.00455456367280015,159
"Bob Damron's Address Book","Hillsboro, OH",2,0.00455456367280015,159
"Bob Damron's Address Book","Hillsborough, CA",10,0.0227728183640007,151
"Bob Damron's Address Book","Hilo, HI",27,0.061486609582802,134
"Bob Damron's Address Book","Hilo, Hawaii, HI",15,0.0341592275460011,146
"Bob Damron's Address Book","Hilton Head, GA",1,0.00227728183640007,160
"Bob Damron's Address Book","Hilton Head, SC",1,0.00227728183640007,160
"Bob Damron's Address Book","Hindale, IL",1,0.00227728183640007,160
"Bob Damron's Address Book","Hinesburg, VT",1,0.00227728183640007,160
"Bob Damron's Address Book","Hinsdale, IL",3,0.00683184550920022,158
"Bob Damron's Address Book","Hobbs, NM",6,0.0136636910184004,155
"Bob Damron's Address Book","Hoboken, NJ",4,0.00910912734560029,157
"Bob Damron's Address Book","Hodges, SC",2,0.00455456367280015,159
"Bob Damron's Address Book","Holland, MI",8,0.0182182546912006,153
"Bob Damron's Address Book","Hollywood West, CA",104,0.236837310985608,71
"Bob Damron's Address Book","Hollywood, CA",594,1.35270541082164,9
"Bob Damron's Address Book","Hollywood, FL",41,0.093368555292403,120
"Bob Damron's Address Book","Holyoke, MA",18,0.0409910730552013,143
"Bob Damron's Address Book","Homestead, FL",3,0.00683184550920022,158
"Bob Damron's Address Book","Homestead, PA",1,0.00227728183640007,160
"Bob Damron's Address Book","Honolulu, HI",27,0.061486609582802,134
"Bob Damron's Address Book","Honolulu, Oahu, HI",65,0.148023319366005,96
"Bob Damron's Address Book","Hopatcong, NJ",1,0.00227728183640007,160
"Bob Damron's Address Book","Hoquiam, WA",1,0.00227728183640007,160
"Bob Damron's Address Book","Hostetter, PA",1,0.00227728183640007,160
"Bob Damron's Address Book","Hot Springs, AR",26,0.0592093277464019,135
"Bob Damron's Address Book","Houghton, MI",2,0.00455456367280015,159
"Bob Damron's Address Book","Houma, LA",15,0.0341592275460011,146
"Bob Damron's Address Book","Houston, TX",652,1.48478775733285,5
"Bob Damron's Address Book","Howell, MI",1,0.00227728183640007,160
"Bob Damron's Address Book","Howell, NJ",3,0.00683184550920022,158
"Bob Damron's Address Book","Hugo, OK",3,0.00683184550920022,158
"Bob Damron's Address Book","Huntington Park, CA",24,0.0546547640736018,137
"Bob Damron's Address Book","Huntington, L.I., NY",1,0.00227728183640007,160
"Bob Damron's Address Book","Huntington, NY",8,0.0182182546912006,153
"Bob Damron's Address Book","Huntington, WV",37,0.0842594279468027,124
"Bob Damron's Address Book","Huntsville, AL",48,0.109309528147204,113
"Bob Damron's Address Book","Huntsville, MO",2,0.00455456367280015,159
"Bob Damron's Address Book","Hurley, WI",1,0.00227728183640007,160
"Bob Damron's Address Book","Hutchinson, KS",2,0.00455456367280015,159
"Bob Damron's Address Book","Hyannis, MA",11,0.0250501002004008,150
"Bob Damron's Address Book","Idaho Falls, ID",39,0.0888139916196029,122
"Bob Damron's Address Book","Idaho Springs, CO",1,0.00227728183640007,160
"Bob Damron's Address Book","Idylwild, CA",1,0.00227728183640007,160
"Bob Damron's Address Book","Imperial Beach, CA",1,0.00227728183640007,160
"Bob Damron's Address Book","Independence, KS",1,0.00227728183640007,160
"Bob Damron's Address Book","Index, WA",2,0.00455456367280015,159
"Bob Damron's Address Book","Indiana, PA",13,0.0296046638732009,148
"Bob Damron's Address Book","Indianapolis, IN",197,0.448624521770814,41
"Bob Damron's Address Book","Indio, CA",6,0.0136636910184004,155
"Bob Damron's Address Book","Inglewood, CA",20,0.0455456367280015,141
"Bob Damron's Address Book","Inman, NC",1,0.00227728183640007,160
"Bob Damron's Address Book","Interlochen, MI",3,0.00683184550920022,158
"Bob Damron's Address Book","Intervale, NH",2,0.00455456367280015,159
"Bob Damron's Address Book","Iowa City, IA",29,0.0660411732556021,132
"Bob Damron's Address Book","Ipswich, MA",8,0.0182182546912006,153
"Bob Damron's Address Book","Irving, TX",3,0.00683184550920022,158
"Bob Damron's Address Book","Island Park, NY",2,0.00455456367280015,159
"Bob Damron's Address Book","Ithaca, NY",34,0.0774275824376025,127
"Bob Damron's Address Book","Jackson Heights, NY",14,0.031881945709601,147
"Bob Damron's Address Book","Jackson, MI",8,0.0182182546912006,153
"Bob Damron's Address Book","Jackson, MS",64,0.145746037529605,97
"Bob Damron's Address Book","Jackson, NH",6,0.0136636910184004,155
"Bob Damron's Address Book","Jackson, TN",18,0.0409910730552013,143
"Bob Damron's Address Book","Jackson, WY",8,0.0182182546912006,153
"Bob Damron's Address Book","Jacksonville Beach, FL",13,0.0296046638732009,148
"Bob Damron's Address Book","Jacksonville, AL",16,0.0364365093824012,145
"Bob Damron's Address Book","Jacksonville, FL",113,0.257332847513208,66
"Bob Damron's Address Book","Jacksonville, IL",10,0.0227728183640007,151
"Bob Damron's Address Book","Jacksonville, NC",11,0.0250501002004008,150
"Bob Damron's Address Book","Jamaica, NY",3,0.00683184550920022,158
"Bob Damron's Address Book","Jamestown, NY",24,0.0546547640736018,137
"Bob Damron's Address Book","Janesville, WI",6,0.0136636910184004,155
"Bob Damron's Address Book","Jefferson City, MO",9,0.0204955365276007,152
"Bob Damron's Address Book","Jefferson, IA",2,0.00455456367280015,159
"Bob Damron's Address Book","Jerome, AZ",4,0.00910912734560029,157
"Bob Damron's Address Book","Jersey City, NJ",13,0.0296046638732009,148
"Bob Damron's Address Book","Jessup, MD",3,0.00683184550920022,158
"Bob Damron's Address Book","Johnson City, NY",3,0.00683184550920022,158
"Bob Damron's Address Book","Johnson City, TN",25,0.0569320459100018,136
"Bob Damron's Address Book","Johnstown, PA",20,0.0455456367280015,141
"Bob Damron's Address Book","Joilet, IL",1,0.00227728183640007,160
"Bob Damron's Address Book","Joliet, IL",11,0.0250501002004008,150
"Bob Damron's Address Book","Joplin, MO",36,0.0819821461104026,125
"Bob Damron's Address Book","Junction City, KS",6,0.0136636910184004,155
"Bob Damron's Address Book","Juneau, AK",23,0.0523774822372017,138
"Bob Damron's Address Book","Kailua, HI",2,0.00455456367280015,159
"Bob Damron's Address Book","Kailua, Oahu, HI",4,0.00910912734560029,157
"Bob Damron's Address Book","Kailua-Kona, HI",15,0.0341592275460011,146
"Bob Damron's Address Book","Kailua-Kona, Hawaii, HI",8,0.0182182546912006,153
"Bob Damron's Address Book","Kalaheo, Kauai, HI",1,0.00227728183640007,160
"Bob Damron's Address Book","Kalakapei Beach, Kauai, HI",1,0.00227728183640007,160
"Bob Damron's Address Book","Kalamazoo, MI",38,0.0865367097832028,123
"Bob Damron's Address Book","Kalapana Beach, HI",1,0.00227728183640007,160
"Bob Damron's Address Book","Kalapana, HI",1,0.00227728183640007,160
"Bob Damron's Address Book","Kalispell, MT",11,0.0250501002004008,150
"Bob Damron's Address Book","Kaneohe, Oahu, HI",1,0.00227728183640007,160
"Bob Damron's Address Book","Kankakee, IL",5,0.0113864091820004,156
"Bob Damron's Address Book","Kannapolis, NC",4,0.00910912734560029,157
"Bob Damron's Address Book","Kansas City, KS",19,0.0432683548916014,142
"Bob Damron's Address Book","Kansas City, MO",297,0.676352705410822,28
"Bob Damron's Address Book","Kapaa, Kauai, HI",1,0.00227728183640007,160
"Bob Damron's Address Book","Kapaa-Wailua, Kauai, HI",5,0.0113864091820004,156
"Bob Damron's Address Book","Kearney, NE",5,0.0113864091820004,156
"Bob Damron's Address Book","Keene, NH",1,0.00227728183640007,160
"Bob Damron's Address Book","Kenmore, NY",2,0.00455456367280015,159
"Bob Damron's Address Book","Kenner, LA",1,0.00227728183640007,160
"Bob Damron's Address Book","Kennewick, WA",4,0.00910912734560029,157
"Bob Damron's Address Book","Kenosha, IL",1,0.00227728183640007,160
"Bob Damron's Address Book","Kenosha, WI",25,0.0569320459100018,136
"Bob Damron's Address Book","Kensington, KS",1,0.00227728183640007,160
"Bob Damron's Address Book","Kent, OH",2,0.00455456367280015,159
"Bob Damron's Address Book","Kent, WA",4,0.00910912734560029,157
"Bob Damron's Address Book","Kenvil, NJ",3,0.00683184550920022,158
"Bob Damron's Address Book","Ketchikan, AK",11,0.0250501002004008,150
"Bob Damron's Address Book","Kettering, OH",3,0.00683184550920022,158
"Bob Damron's Address Book","Kew Gardens, NY",6,0.0136636910184004,155
"Bob Damron's Address Book","Key West, FL",429,0.976953907815631,18
"Bob Damron's Address Book","Kihei, Maui, HI",6,0.0136636910184004,155
"Bob Damron's Address Book","Kilauea, Kauai, HI",1,0.00227728183640007,160
"Bob Damron's Address Book","Killeen, TX",5,0.0113864091820004,156
"Bob Damron's Address Book","Kingboro, MA",1,0.00227728183640007,160
"Bob Damron's Address Book","Kingman, AZ",3,0.00683184550920022,158
"Bob Damron's Address Book","Kingsport, TN",6,0.0136636910184004,155
"Bob Damron's Address Book","Kingston, NJ",3,0.00683184550920022,158
"Bob Damron's Address Book","Kingston, NY",1,0.00227728183640007,160
"Bob Damron's Address Book","Kingston, PA",1,0.00227728183640007,160
"Bob Damron's Address Book","Kirkwood, NY",2,0.00455456367280015,159
"Bob Damron's Address Book","Kittery, ME",1,0.00227728183640007,160
"Bob Damron's Address Book","Klamath Falls, OR",6,0.0136636910184004,155
"Bob Damron's Address Book","Knightstown, IN",4,0.00910912734560029,157
"Bob Damron's Address Book","Knoxville, TN",103,0.234560029149208,72
"Bob Damron's Address Book","Kodiak Island, AK",1,0.00227728183640007,160
"Bob Damron's Address Book","Kokomo, IN",8,0.0182182546912006,153
"Bob Damron's Address Book","Kona, HI",2,0.00455456367280015,159
"Bob Damron's Address Book","Kuhnsville, PA",2,0.00455456367280015,159
"Bob Damron's Address Book","Kula, Maui, HI",1,0.00227728183640007,160
"Bob Damron's Address Book","La Conner, WA",1,0.00227728183640007,160
"Bob Damron's Address Book","La Crosse, WI",28,0.063763891419202,133
"Bob Damron's Address Book","La Farge, WI",1,0.00227728183640007,160
"Bob Damron's Address Book","La Grange, IL",9,0.0204955365276007,152
"Bob Damron's Address Book","La Jolla, CA",2,0.00455456367280015,159
"Bob Damron's Address Book","La Mesa, CA",1,0.00227728183640007,160
"Bob Damron's Address Book","La Porte, IN",10,0.0227728183640007,151
"Bob Damron's Address Book","La Salle, IL",6,0.0136636910184004,155
"Bob Damron's Address Book","Laconia, NH",3,0.00683184550920022,158
"Bob Damron's Address Book","Lafayette, IN",41,0.093368555292403,120
"Bob Damron's Address Book","Lafayette, LA",60,0.136636910184004,101
"Bob Damron's Address Book","Lagro, IN",1,0.00227728183640007,160
"Bob Damron's Address Book","Laguna Beach, CA",158,0.359810530151212,51
"Bob Damron's Address Book","Laguna Hills, CA",5,0.0113864091820004,156
"Bob Damron's Address Book","Laguna Niguel, CA",1,0.00227728183640007,160
"Bob Damron's Address Book","Lahaina, HI",11,0.0250501002004008,150
"Bob Damron's Address Book","Lahaina, Maui, HI",18,0.0409910730552013,143
"Bob Damron's Address Book","Lake Alfred, FL",2,0.00455456367280015,159
"Bob Damron's Address Book","Lake Charles, LA",14,0.031881945709601,147
"Bob Damron's Address Book","Lake Geneva, WI",18,0.0409910730552013,143
"Bob Damron's Address Book","Lake George, NY",22,0.0501002004008016,139
"Bob Damron's Address Book","Lake Havasu City, AZ",3,0.00683184550920022,158
"Bob Damron's Address Book","Lake Hopatcong, NJ",1,0.00227728183640007,160
"Bob Damron's Address Book","Lake Mead, NV",1,0.00227728183640007,160
"Bob Damron's Address Book","Lake Placid, NY",24,0.0546547640736018,137
"Bob Damron's Address Book","Lake Ronkonkoma, L.I., NY",2,0.00455456367280015,159
"Bob Damron's Address Book","Lake Ronkonkoma, NY",7,0.0159409728548005,154
"Bob Damron's Address Book","Lake Tahoe, CA",18,0.0409910730552013,143
"Bob Damron's Address Book","Lake Tahoe, NV",11,0.0250501002004008,150
"Bob Damron's Address Book","Lake Worth, FL",19,0.0432683548916014,142
"Bob Damron's Address Book","Lakeland, FL",14,0.031881945709601,147
"Bob Damron's Address Book","Lakeport, CA",3,0.00683184550920022,158
"Bob Damron's Address Book","Lakeshore, OH",1,0.00227728183640007,160
"Bob Damron's Address Book","Lakewood, NJ",2,0.00455456367280015,159
"Bob Damron's Address Book","Lakewood, OH",9,0.0204955365276007,152
"Bob Damron's Address Book","Lambertsville, PA",1,0.00227728183640007,160
"Bob Damron's Address Book","Lambertville, NJ",19,0.0432683548916014,142
"Bob Damron's Address Book","Lampasas, TX",4,0.00910912734560029,157
"Bob Damron's Address Book","Lancaster, CA",5,0.0113864091820004,156
"Bob Damron's Address Book","Lancaster, NY",1,0.00227728183640007,160
"Bob Damron's Address Book","Lancaster, OH",3,0.00683184550920022,158
"Bob Damron's Address Book","Lancaster, PA",56,0.127527782838404,105
"Bob Damron's Address Book","Landisville, NJ",2,0.00455456367280015,159
"Bob Damron's Address Book","Lansdale, PA",6,0.0136636910184004,155
"Bob Damron's Address Book","Lansing, MI",79,0.179905265075606,84
"Bob Damron's Address Book","Lantana, FL",1,0.00227728183640007,160
"Bob Damron's Address Book","Laramie, WY",7,0.0159409728548005,154
"Bob Damron's Address Book","Laredo, TX",25,0.0569320459100018,136
"Bob Damron's Address Book","Largo, FL",1,0.00227728183640007,160
"Bob Damron's Address Book","Larksville, PA",2,0.00455456367280015,159
"Bob Damron's Address Book","Las Cruces, NM",1,0.00227728183640007,160
"Bob Damron's Address Book","Las Vegas, NV",185,0.421297139734014,43
"Bob Damron's Address Book","Latham, NY",1,0.00227728183640007,160
"Bob Damron's Address Book","Laurel, MD",4,0.00910912734560029,157
"Bob Damron's Address Book","Lava Hot Springs, ID",3,0.00683184550920022,158
"Bob Damron's Address Book","Lawrence, KS",26,0.0592093277464019,135
"Bob Damron's Address Book","Lawrence, MA",4,0.00910912734560029,157
"Bob Damron's Address Book","Lawrence, MO",1,0.00227728183640007,160
"Bob Damron's Address Book","Lawton, OK",25,0.0569320459100018,136
"Bob Damron's Address Book","Lebanon, NH",6,0.0136636910184004,155
"Bob Damron's Address Book","Lebanon, OH",5,0.0113864091820004,156
"Bob Damron's Address Book","Lebanon, PA",6,0.0136636910184004,155
"Bob Damron's Address Book","Leesburg, FL",3,0.00683184550920022,158
"Bob Damron's Address Book","Leominster, MA",6,0.0136636910184004,155
"Bob Damron's Address Book","Leonard, ND",1,0.00227728183640007,160
"Bob Damron's Address Book","Leroy, IL",1,0.00227728183640007,160
"Bob Damron's Address Book","Leroy, IN",2,0.00455456367280015,159
"Bob Damron's Address Book","Lewiston, ID",13,0.0296046638732009,148
"Bob Damron's Address Book","Lewiston, ME",16,0.0364365093824012,145
"Bob Damron's Address Book","Lexington, KY",75,0.170796137730005,88
"Bob Damron's Address Book","Lexington, NC",6,0.0136636910184004,155
"Bob Damron's Address Book","Liberty, ME",5,0.0113864091820004,156
"Bob Damron's Address Book","Liberty, TN",3,0.00683184550920022,158
"Bob Damron's Address Book","Lihue, HI",1,0.00227728183640007,160
"Bob Damron's Address Book","Lihue, Kauai, HI",1,0.00227728183640007,160
"Bob Damron's Address Book","Lima, OH",17,0.0387137912188012,144
"Bob Damron's Address Book","Lincoln City, OR",7,0.0159409728548005,154
"Bob Damron's Address Book","Lincoln, NE",114,0.259610129349608,65
"Bob Damron's Address Book","Lincolnville Beach, ME",1,0.00227728183640007,160
"Bob Damron's Address Book","Lindenhurst, NY",4,0.00910912734560029,157
"Bob Damron's Address Book","Line Lexington, PA",2,0.00455456367280015,159
"Bob Damron's Address Book","Litchfield, CT",1,0.00227728183640007,160
"Bob Damron's Address Book","Little Neck, NY",1,0.00227728183640007,160
"Bob Damron's Address Book","Little River, CA",1,0.00227728183640007,160
"Bob Damron's Address Book","Little Rock, AR",103,0.234560029149208,72
"Bob Damron's Address Book","Livingston Manor, NY",1,0.00227728183640007,160
"Bob Damron's Address Book","Livingston, NJ",2,0.00455456367280015,159
"Bob Damron's Address Book","Livonia, MI",3,0.00683184550920022,158
"Bob Damron's Address Book","Lockport, NY",1,0.00227728183640007,160
"Bob Damron's Address Book","Logan, OH",1,0.00227728183640007,160
"Bob Damron's Address Book","Logan, UT",4,0.00910912734560029,157
"Bob Damron's Address Book","Lombard, IL",2,0.00455456367280015,159
"Bob Damron's Address Book","Lompoc, CA",3,0.00683184550920022,158
"Bob Damron's Address Book","Long Beach, CA",358,0.815266897431226,23
"Bob Damron's Address Book","Long Beach, NJ",1,0.00227728183640007,160
"Bob Damron's Address Book","Long Beach, NY",1,0.00227728183640007,160
"Bob Damron's Address Book","Long Branch, NJ",7,0.0159409728548005,154
"Bob Damron's Address Book","Long Island/Nassau CO., NY",6,0.0136636910184004,155
"Bob Damron's Address Book","Long Island/Nassau Co., NY",2,0.00455456367280015,159
"Bob Damron's Address Book","Long Island/Suffolk CO., NY",13,0.0296046638732009,148
"Bob Damron's Address Book","Long Island/Suffolk Co., NY",9,0.0204955365276007,152
"Bob Damron's Address Book","Long Wharf, CT",1,0.00227728183640007,160
"Bob Damron's Address Book","Longview, TX",15,0.0341592275460011,146
"Bob Damron's Address Book","Longview, WA",5,0.0113864091820004,156
"Bob Damron's Address Book","Lopez Island/San Juan Islands, WA",1,0.00227728183640007,160
"Bob Damron's Address Book","Lorain, OH",9,0.0204955365276007,152
"Bob Damron's Address Book","Loraine, OH",1,0.00227728183640007,160
"Bob Damron's Address Book","Lordsburg, NM",2,0.00455456367280015,159
"Bob Damron's Address Book","Los Altos, CA",2,0.00455456367280015,159
"Bob Damron's Address Book","Los Angeles, CA",597,1.35953725633084,8
"Bob Damron's Address Book","Los Gatos, CA",6,0.0136636910184004,155
"Bob Damron's Address Book","Louisville, KY",166,0.378028784842412,50
"Bob Damron's Address Book","Lowell, MA",28,0.063763891419202,133
"Bob Damron's Address Book","Lubbock, TX",67,0.152577883038805,94
"Bob Damron's Address Book","Ludlow, VT",4,0.00910912734560029,157
"Bob Damron's Address Book","Luray, KS",4,0.00910912734560029,157
"Bob Damron's Address Book","Lynchburg, VA",10,0.0227728183640007,151
"Bob Damron's Address Book","Lynn, MA",13,0.0296046638732009,148
"Bob Damron's Address Book","Lynnewood, WA",4,0.00910912734560029,157
"Bob Damron's Address Book","Lynwood, CA",1,0.00227728183640007,160
"Bob Damron's Address Book","Lyons, IL",2,0.00455456367280015,159
"Bob Damron's Address Book","Lyons, KS",6,0.0136636910184004,155
"Bob Damron's Address Book","Macomb, IL",11,0.0250501002004008,150
"Bob Damron's Address Book","Macon, GA",28,0.063763891419202,133
"Bob Damron's Address Book","Madeira Beach, FL",6,0.0136636910184004,155
"Bob Damron's Address Book","Madeira, FL",2,0.00455456367280015,159
"Bob Damron's Address Book","Madison, IN",15,0.0341592275460011,146
"Bob Damron's Address Book","Madison, NH",3,0.00683184550920022,158
"Bob Damron's Address Book","Madison, WI",112,0.255055565676808,67
"Bob Damron's Address Book","Magee, MS",2,0.00455456367280015,159
"Bob Damron's Address Book","Mahanoy City, PA",3,0.00683184550920022,158
"Bob Damron's Address Book","Mahoney City, PA",1,0.00227728183640007,160
"Bob Damron's Address Book","Maite, GU",1,0.00227728183640007,160
"Bob Damron's Address Book","Makawao, Maui, HI",2,0.00455456367280015,159
"Bob Damron's Address Book","Makena, HI",2,0.00455456367280015,159
"Bob Damron's Address Book","Makena, Maui, HI",3,0.00683184550920022,158
"Bob Damron's Address Book","Manassas, VA",2,0.00455456367280015,159
"Bob Damron's Address Book","Manchester, NH",41,0.093368555292403,120
"Bob Damron's Address Book","Manhattan Beach, CA",5,0.0113864091820004,156
"Bob Damron's Address Book","Manhattan, KS",12,0.0273273820368009,149
"Bob Damron's Address Book","Manhattan, NY",84,0.191291674257606,81
"Bob Damron's Address Book","Manitou Springs, CO",1,0.00227728183640007,160
"Bob Damron's Address Book","Manitowac, WI",2,0.00455456367280015,159
"Bob Damron's Address Book","Mankato, MN",7,0.0159409728548005,154
"Bob Damron's Address Book","Mansfield, OH",20,0.0455456367280015,141
"Bob Damron's Address Book","Maple Hill, KS",2,0.00455456367280015,159
"Bob Damron's Address Book","Maplecrest, NJ",1,0.00227728183640007,160
"Bob Damron's Address Book","Maplewood, NJ",1,0.00227728183640007,160
"Bob Damron's Address Book","Marblehead, MA",3,0.00683184550920022,158
"Bob Damron's Address Book","Marblehead, OH",3,0.00683184550920022,158
"Bob Damron's Address Book","Marcus Hook, PA",3,0.00683184550920022,158
"Bob Damron's Address Book","Marianna, FL",1,0.00227728183640007,160
"Bob Damron's Address Book","Marietta, PA",6,0.0136636910184004,155
"Bob Damron's Address Book","Marion, IL",2,0.00455456367280015,159
"Bob Damron's Address Book","Marion, IN",2,0.00455456367280015,159
"Bob Damron's Address Book","Marion, OH",5,0.0113864091820004,156
"Bob Damron's Address Book","Marlborough, MA",1,0.00227728183640007,160
"Bob Damron's Address Book","Marquette, MI",31,0.0705957369284023,130
"Bob Damron's Address Book","Marseille, IL",1,0.00227728183640007,160
"Bob Damron's Address Book","Marseilles, IL",2,0.00455456367280015,159
"Bob Damron's Address Book","Marshall, TX",2,0.00455456367280015,159
"Bob Damron's Address Book","Marshall-Pembroke, MA",1,0.00227728183640007,160
"Bob Damron's Address Book","Marshalltown, IA",9,0.0204955365276007,152
"Bob Damron's Address Book","Marshfield, MA",1,0.00227728183640007,160
"Bob Damron's Address Book","Marshfield-Pembroke, MA",4,0.00910912734560029,157
"Bob Damron's Address Book","Martha's Vineyard, MA",16,0.0364365093824012,145
"Bob Damron's Address Book","Martinsburg, WV",2,0.00455456367280015,159
"Bob Damron's Address Book","Martinsville, WV",2,0.00455456367280015,159
"Bob Damron's Address Book","Marysville, CA",14,0.031881945709601,147
"Bob Damron's Address Book","Mason City, IA",13,0.0296046638732009,148
"Bob Damron's Address Book","Mayaguez, PR",16,0.0364365093824012,145
"Bob Damron's Address Book","Mays Landing, NJ",3,0.00683184550920022,158
"Bob Damron's Address Book","McAllen, TX",33,0.0751503006012024,128
"Bob Damron's Address Book","McColl, ID",1,0.00227728183640007,160
"Bob Damron's Address Book","Medeira Beach, FL",4,0.00910912734560029,157
"Bob Damron's Address Book","Medford, MA",3,0.00683184550920022,158
"Bob Damron's Address Book","Medford, OR",32,0.0728730187648023,129
"Bob Damron's Address Book","Melbourne, FL",21,0.0478229185644015,140
"Bob Damron's Address Book","Memphis, TN",148,0.337037711787211,54
"Bob Damron's Address Book","Mendocino, CA",13,0.0296046638732009,148
"Bob Damron's Address Book","Mercer, PA",3,0.00683184550920022,158
"Bob Damron's Address Book","Meriden, CT",2,0.00455456367280015,159
"Bob Damron's Address Book","Meridian, MS",23,0.0523774822372017,138
"Bob Damron's Address Book","Meridien, CT",2,0.00455456367280015,159
"Bob Damron's Address Book","Merrillville, IN",5,0.0113864091820004,156
"Bob Damron's Address Book","Merritt Island, FL",2,0.00455456367280015,159
"Bob Damron's Address Book","Merritt Parkway, CT",1,0.00227728183640007,160
"Bob Damron's Address Book","Mesa, AZ",16,0.0364365093824012,145
"Bob Damron's Address Book","Metairie, LA",1,0.00227728183640007,160
"Bob Damron's Address Book","Miami Beach, FL",76,0.173073419566406,87
"Bob Damron's Address Book","Miami, FL",418,0.95190380761523,19
"Bob Damron's Address Book","Miamisburg, OH",2,0.00455456367280015,159
"Bob Damron's Address Book","Michigan City, IN",4,0.00910912734560029,157
"Bob Damron's Address Book","Middlebury, VT",1,0.00227728183640007,160
"Bob Damron's Address Book","Middletown, CA",1,0.00227728183640007,160
"Bob Damron's Address Book","Middletown, CT",1,0.00227728183640007,160
"Bob Damron's Address Book","Middletown, NY",12,0.0273273820368009,149
"Bob Damron's Address Book","Middletown, RI",1,0.00227728183640007,160
"Bob Damron's Address Book","Midland, TX",4,0.00910912734560029,157
"Bob Damron's Address Book","Midtown, CA",21,0.0478229185644015,140
"Bob Damron's Address Book","Midtown, NY",376,0.856257970486427,21
"Bob Damron's Address Book","Midway City, CA",5,0.0113864091820004,156
"Bob Damron's Address Book","Milford, CT",3,0.00683184550920022,158
"Bob Damron's Address Book","Milford, MA",7,0.0159409728548005,154
"Bob Damron's Address Book","Milford, PA",1,0.00227728183640007,160
"Bob Damron's Address Book","Milldale, CT",3,0.00683184550920022,158
"Bob Damron's Address Book","Milton, MA",6,0.0136636910184004,155
"Bob Damron's Address Book","Milwaukee, WI",330,0.751503006012024,25
"Bob Damron's Address Book","Mine Hill, NJ",7,0.0159409728548005,154
"Bob Damron's Address Book","Mineola, NY",1,0.00227728183640007,160
"Bob Damron's Address Book","Mineral Point, WI",5,0.0113864091820004,156
"Bob Damron's Address Book","Minneapolis, MN",261,0.594370559300419,31
"Bob Damron's Address Book","Minot, NC",1,0.00227728183640007,160
"Bob Damron's Address Book","Minot, ND",5,0.0113864091820004,156
"Bob Damron's Address Book","Miracle Mile, CA",1,0.00227728183640007,160
"Bob Damron's Address Book","Miramar, PR",3,0.00683184550920022,158
"Bob Damron's Address Book","Mishawaka, IN",6,0.0136636910184004,155
"Bob Damron's Address Book","Mission Viejo, CA",15,0.0341592275460011,146
"Bob Damron's Address Book","Missoula, MT",36,0.0819821461104026,125
"Bob Damron's Address Book","Moberly, MO",13,0.0296046638732009,148
"Bob Damron's Address Book","Mobile, AL",69,0.157132446711605,92
"Bob Damron's Address Book","Mocksville, NC",2,0.00455456367280015,159
"Bob Damron's Address Book","Modesto, CA",35,0.0797048642740026,126
"Bob Damron's Address Book","Monahans, TX",4,0.00910912734560029,157
"Bob Damron's Address Book","Monee, IL",2,0.00455456367280015,159
"Bob Damron's Address Book","Monmouth, IL",6,0.0136636910184004,155
"Bob Damron's Address Book","Monroe City, IL",2,0.00455456367280015,159
"Bob Damron's Address Book","Monroe City, IN",6,0.0136636910184004,155
"Bob Damron's Address Book","Monroe, LA",58,0.132082346511204,103
"Bob Damron's Address Book","Monroe, MI",1,0.00227728183640007,160
"Bob Damron's Address Book","Monroe, NY",2,0.00455456367280015,159
"Bob Damron's Address Book","Monroe, OH",2,0.00455456367280015,159
"Bob Damron's Address Book","Monroeville, PA",2,0.00455456367280015,159
"Bob Damron's Address Book","Monrovia, CA",1,0.00227728183640007,160
"Bob Damron's Address Book","Montara, CA",4,0.00910912734560029,157
"Bob Damron's Address Book","Montclair, CA",3,0.00683184550920022,158
"Bob Damron's Address Book","Monte Rio, CA",2,0.00455456367280015,159
