"publication","year","total.locations","geocode.value","count","relative.percentage","location_rank"
"Bob Damron's Address Book",1975,2861,"Agana, GU",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Aguas Buenas, PR",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Akron, OH",7,0.244669695910521,33
"Bob Damron's Address Book",1975,2861,"Albany, GA",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Albany, NY",10,0.34952813701503,30
"Bob Damron's Address Book",1975,2861,"Albuquerque, NM",9,0.314575323313527,31
"Bob Damron's Address Book",1975,2861,"Alexandria, LA",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Allentown, PA",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Altoona, PA",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Amarillo, TX",4,0.139811254806012,36
"Bob Damron's Address Book",1975,2861,"Amherst, MA",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Amherst, NY",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Anchorage, AK",8,0.279622509612024,32
"Bob Damron's Address Book",1975,2861,"Ann Arbor, MI",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Annapolis, MD",4,0.139811254806012,36
"Bob Damron's Address Book",1975,2861,"Appleton, WI",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Arlington, VA",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Asbury Park, NJ",11,0.384480950716533,29
"Bob Damron's Address Book",1975,2861,"Asheville, NC",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Aspen, CO",3,0.104858441104509,37
"Bob Damron's Address Book",1975,2861,"Athens, GA",8,0.279622509612024,32
"Bob Damron's Address Book",1975,2861,"Atlanta, GA",33,1.1534428521496,14
"Bob Damron's Address Book",1975,2861,"Atlantic City, NJ",24,0.838867528836071,18
"Bob Damron's Address Book",1975,2861,"Auburn, AL",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Augusta, GA",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Austin, TX",8,0.279622509612024,32
"Bob Damron's Address Book",1975,2861,"Babylon, NY",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Bakersfield, CA",3,0.104858441104509,37
"Bob Damron's Address Book",1975,2861,"Balboa, CA",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Baltimore, MD",31,1.08353722474659,15
"Bob Damron's Address Book",1975,2861,"Baton Rouge, LA",7,0.244669695910521,33
"Bob Damron's Address Book",1975,2861,"Battle Creek, MI",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Bay City, MI",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Bayshore, NY",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Beaumont, TX",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Bellingham, WA",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Bellmore, NY",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Berkeley, CA",5,0.174764068507515,35
"Bob Damron's Address Book",1975,2861,"Berwyn, IL",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Bethany Beach, DE",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Big Rapids, MI",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Billings, MT",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Biloxi, MS",5,0.174764068507515,35
"Bob Damron's Address Book",1975,2861,"Binghamton, NY",4,0.139811254806012,36
"Bob Damron's Address Book",1975,2861,"Birmingham, AL",9,0.314575323313527,31
"Bob Damron's Address Book",1975,2861,"Bloomington, IN",3,0.104858441104509,37
"Bob Damron's Address Book",1975,2861,"Bluefield, WV",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Bohemia, NY",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Boise, ID",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Boonville, CA",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Boston, MA",42,1.46801817546312,12
"Bob Damron's Address Book",1975,2861,"Boulder, CO",6,0.209716882209018,34
"Bob Damron's Address Book",1975,2861,"Bremerton, WA",4,0.139811254806012,36
"Bob Damron's Address Book",1975,2861,"Bridgehampton, NY",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Bridgeport, CT",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Bridgeport, PA",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Brinnon, WA",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Bronx, NY",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Brooklyn Heights, NY",3,0.104858441104509,37
"Bob Damron's Address Book",1975,2861,"Brooklyn, NY",3,0.104858441104509,37
"Bob Damron's Address Book",1975,2861,"Buffalo, NY",14,0.489339391821042,26
"Bob Damron's Address Book",1975,2861,"Burbank, CA",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Burlington, VT",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Butte, MT",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Caldwell, ID",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Calumet City, IL",4,0.139811254806012,36
"Bob Damron's Address Book",1975,2861,"Cambridge, MA",4,0.139811254806012,36
"Bob Damron's Address Book",1975,2861,"Camden, NJ",3,0.104858441104509,37
"Bob Damron's Address Book",1975,2861,"Canton, OH",3,0.104858441104509,37
"Bob Damron's Address Book",1975,2861,"Carbondale, IL",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Cedar Rapids, IA",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Champaign, IL",3,0.104858441104509,37
"Bob Damron's Address Book",1975,2861,"Chapel Hill, NC",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Charleston, SC",6,0.209716882209018,34
"Bob Damron's Address Book",1975,2861,"Charlestown, WV",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Charlotte Amalie, St. Thomas, VI",10,0.34952813701503,30
"Bob Damron's Address Book",1975,2861,"Charlotte, NC",11,0.384480950716533,29
"Bob Damron's Address Book",1975,2861,"Chattanooga, TN",6,0.209716882209018,34
"Bob Damron's Address Book",1975,2861,"Chester, PA",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Cheyenne, WY",3,0.104858441104509,37
"Bob Damron's Address Book",1975,2861,"Chicago, IL",94,3.28556448794128,2
"Bob Damron's Address Book",1975,2861,"Chico, CA",3,0.104858441104509,37
"Bob Damron's Address Book",1975,2861,"Chittenango, NY",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Christiansted, St. Croix, VI",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Cicero, IL",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Cincinnati, OH",23,0.803914715134568,19
"Bob Damron's Address Book",1975,2861,"Clearwater, FL",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Cleveland, OH",25,0.873820342537574,17
"Bob Damron's Address Book",1975,2861,"Colorado Springs, CO",13,0.454386578119539,27
"Bob Damron's Address Book",1975,2861,"Columbia, SC",8,0.279622509612024,32
"Bob Damron's Address Book",1975,2861,"Columbus, GA",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Columbus, MS",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Columbus, OH",11,0.384480950716533,29
"Bob Damron's Address Book",1975,2861,"Condado, PR",13,0.454386578119539,27
"Bob Damron's Address Book",1975,2861,"Coney Island, NY",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Congers, NY",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Conroe, TX",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Corpus Christi, TX",5,0.174764068507515,35
"Bob Damron's Address Book",1975,2861,"Covington, KY",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Cresson, PA",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Crestwood, IL",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Culver City, CA",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Cumberland, MD",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Dallas, TX",31,1.08353722474659,15
"Bob Damron's Address Book",1975,2861,"Danbury, CT",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Danville, IL",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Danville, VA",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Davenport, IA",3,0.104858441104509,37
"Bob Damron's Address Book",1975,2861,"Dayton, OH",9,0.314575323313527,31
"Bob Damron's Address Book",1975,2861,"Daytona Beach, FL",9,0.314575323313527,31
"Bob Damron's Address Book",1975,2861,"Decatur, AL",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Denver, CO",46,1.60782943026914,9
"Bob Damron's Address Book",1975,2861,"Des Moines, IA",6,0.209716882209018,34
"Bob Damron's Address Book",1975,2861,"Detroit, MI",47,1.64278224397064,8
"Bob Damron's Address Book",1975,2861,"Dickenson, ND",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Dillon, SC",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Dixmore, IL",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Dothan, AL",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Duarte, CA",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Duluth, MN",3,0.104858441104509,37
"Bob Damron's Address Book",1975,2861,"Duncansville, PA",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Dunkirk, NY",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Durham, NC",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"East Hampton, NY",3,0.104858441104509,37
"Bob Damron's Address Book",1975,2861,"East Islip, NY",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"East St Louis, IL",3,0.104858441104509,37
"Bob Damron's Address Book",1975,2861,"Easton, PA",4,0.139811254806012,36
"Bob Damron's Address Book",1975,2861,"Eastport, MD",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"El Centro, CA",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"El Monte, CA",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"El Paso, TX",10,0.34952813701503,30
"Bob Damron's Address Book",1975,2861,"Elizabeth, NJ",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Elmira, NY",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Erie, PA",3,0.104858441104509,37
"Bob Damron's Address Book",1975,2861,"Eugene, OR",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Evansville, IN",6,0.209716882209018,34
"Bob Damron's Address Book",1975,2861,"Everett, WA",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Fairbanks, AK",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Fairfax, CA",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Fargo, ND",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Fayetteville, AR",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Fayetteville, NC",4,0.139811254806012,36
"Bob Damron's Address Book",1975,2861,"Fayetteville, SC",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Fire Island, NY",7,0.244669695910521,33
"Bob Damron's Address Book",1975,2861,"Flint, MI",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Florence, AL",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Florence, SC",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Fond Du Lac, WI",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Fontana, CA",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Forest Park, IL",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Fort Lauderdale, FL",19,0.664103460328556,23
"Bob Damron's Address Book",1975,2861,"Fort Myers, FL",3,0.104858441104509,37
"Bob Damron's Address Book",1975,2861,"Fort Wayne, IN",4,0.139811254806012,36
"Bob Damron's Address Book",1975,2861,"Fort Worth, TX",10,0.34952813701503,30
"Bob Damron's Address Book",1975,2861,"Frederiksted, St. Croix, VI",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Fresno, CA",7,0.244669695910521,33
"Bob Damron's Address Book",1975,2861,"Ft. Smith, AR",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Fullerton, CA",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Gainsville, FL",3,0.104858441104509,37
"Bob Damron's Address Book",1975,2861,"Galveston, TX",6,0.209716882209018,34
"Bob Damron's Address Book",1975,2861,"Garden Grove, CA",10,0.34952813701503,30
"Bob Damron's Address Book",1975,2861,"Gardena, CA",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Gary, IN",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Gatlinburg, TN",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Geneva on the Lake, OH",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Ghent, NY",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Glenbrook, CT",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Glendora, CA",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Grand Forks, ND",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Grand Haven, MI",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Grand Rapids, MI",5,0.174764068507515,35
"Bob Damron's Address Book",1975,2861,"Grants Pass, OR",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Grass Valley, CA",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Great Falls, MT",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Green Bay, WI",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Greensboro, NC",5,0.174764068507515,35
"Bob Damron's Address Book",1975,2861,"Greensburg, PA",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Greenwich Village, NY",70,2.44669695910521,5
"Bob Damron's Address Book",1975,2861,"Greenwich, CT",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Greenwood, SC",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Gulfport, MS",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Hagerstown, MD",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Hallandale, FL",3,0.104858441104509,37
"Bob Damron's Address Book",1975,2861,"Hanover, NH",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Harpers Ferry, WV",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Harrisburg, PA",7,0.244669695910521,33
"Bob Damron's Address Book",1975,2861,"Hartford, CT",8,0.279622509612024,32
"Bob Damron's Address Book",1975,2861,"Hattiesburg, MS",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Hawthorne, CA",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Hayward, CA",5,0.174764068507515,35
"Bob Damron's Address Book",1975,2861,"Hazleton, PA",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Helena, MT",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Hempstead, NY",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"High Point, NC",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Highland Park, CA",4,0.139811254806012,36
"Bob Damron's Address Book",1975,2861,"Hilaleah, FL",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Hilo, HI",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Holland, MI",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Hollywood, CA",81,2.83117790982174,4
"Bob Damron's Address Book",1975,2861,"Hollywood, FL",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Honolulu, HI",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Hot Springs, AR",4,0.139811254806012,36
"Bob Damron's Address Book",1975,2861,"Houston, TX",43,1.50297098916463,11
"Bob Damron's Address Book",1975,2861,"Huntington Park, CA",3,0.104858441104509,37
"Bob Damron's Address Book",1975,2861,"Huntington, WV",4,0.139811254806012,36
"Bob Damron's Address Book",1975,2861,"Huntsville, AL",3,0.104858441104509,37
"Bob Damron's Address Book",1975,2861,"Idaho Falls, ID",3,0.104858441104509,37
"Bob Damron's Address Book",1975,2861,"Indianapolis, IN",22,0.768961901433065,20
"Bob Damron's Address Book",1975,2861,"Inglewood, CA",3,0.104858441104509,37
"Bob Damron's Address Book",1975,2861,"Iowa City, IA",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Ithaca, NY",3,0.104858441104509,37
"Bob Damron's Address Book",1975,2861,"Jackson Heights, NY",4,0.139811254806012,36
"Bob Damron's Address Book",1975,2861,"Jackson, MS",4,0.139811254806012,36
"Bob Damron's Address Book",1975,2861,"Jackson, TN",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Jackson, WY",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Jacksonville Beach, FL",3,0.104858441104509,37
"Bob Damron's Address Book",1975,2861,"Jacksonville, FL",11,0.384480950716533,29
"Bob Damron's Address Book",1975,2861,"Jamestown, NY",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Jefferson City, MO",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Jersey City, NJ",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Johnson City, TN",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Johnstown, PA",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Joplin, MO",4,0.139811254806012,36
"Bob Damron's Address Book",1975,2861,"Juneau, AK",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Kansas City, KS",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Kansas City, MO",17,0.59419783292555,24
"Bob Damron's Address Book",1975,2861,"Kapaa-Wailua, Kauai, HI",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Kenosha, WI",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Kent, OH",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Key West, FL",4,0.139811254806012,36
"Bob Damron's Address Book",1975,2861,"Killeen, TX",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Kingston, NJ",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Knightstown, IN",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Knoxville, TN",5,0.174764068507515,35
"Bob Damron's Address Book",1975,2861,"Kona, HI",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"La Grange, IL",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Lafayette, IN",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Lafayette, LA",3,0.104858441104509,37
"Bob Damron's Address Book",1975,2861,"Laguna Beach, CA",8,0.279622509612024,32
"Bob Damron's Address Book",1975,2861,"Lahaina, Maui, HI",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Lake Alfred, FL",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Lake Charles, LA",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Lake Placid, NY",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Lake Worth, FL",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Lambertville, NJ",3,0.104858441104509,37
"Bob Damron's Address Book",1975,2861,"Lancaster, PA",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Lansing, MI",5,0.174764068507515,35
"Bob Damron's Address Book",1975,2861,"Laredo, TX",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Las Vegas, NV",7,0.244669695910521,33
"Bob Damron's Address Book",1975,2861,"Lawrence, KS",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Lebanon, NH",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Lewiston, ID",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Lewiston, ME",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Lexington, KY",6,0.209716882209018,34
"Bob Damron's Address Book",1975,2861,"Lincoln, NE",4,0.139811254806012,36
"Bob Damron's Address Book",1975,2861,"Lindenhurst, NY",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Little Neck, NY",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Little Rock, AR",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Long Beach, CA",21,0.734009087731562,21
"Bob Damron's Address Book",1975,2861,"Los Angeles, CA",45,1.57287661656763,10
"Bob Damron's Address Book",1975,2861,"Louisville, KY",13,0.454386578119539,27
"Bob Damron's Address Book",1975,2861,"Lowell, MA",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Lubbock, TX",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Lynn, MA",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Lynwood, CA",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Macon, GA",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Madison, WI",5,0.174764068507515,35
"Bob Damron's Address Book",1975,2861,"Manchester, NH",5,0.174764068507515,35
"Bob Damron's Address Book",1975,2861,"Manhattan Beach, CA",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Manhattan, NY",84,2.93603635092625,3
"Bob Damron's Address Book",1975,2861,"Marcus Hook, PA",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Marion, IL",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Marquette, MI",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Mayaguez, PR",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"McAllen, TX",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Medford, MA",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Medford, OR",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Memphis, TN",11,0.384480950716533,29
"Bob Damron's Address Book",1975,2861,"Mendocino, CA",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Miami Beach, FL",12,0.419433764418036,28
"Bob Damron's Address Book",1975,2861,"Miami, FL",33,1.1534428521496,14
"Bob Damron's Address Book",1975,2861,"Midway City, CA",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Milwaukee, WI",31,1.08353722474659,15
"Bob Damron's Address Book",1975,2861,"Minneapolis, MN",15,0.524292205522545,25
"Bob Damron's Address Book",1975,2861,"Miramar, PR",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Missoula, MT",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Mobile, AL",3,0.104858441104509,37
"Bob Damron's Address Book",1975,2861,"Modesto, CA",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Monmouth, IL",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Monterey, CA",5,0.174764068507515,35
"Bob Damron's Address Book",1975,2861,"Montgomery, AL",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Moorhead, MN",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Mount Clemens, MI",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Muncie, IN",4,0.139811254806012,36
"Bob Damron's Address Book",1975,2861,"Muskegon, MI",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Myrtle Beach, SC",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Nashua, NH",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Nashville, TN",10,0.34952813701503,30
"Bob Damron's Address Book",1975,2861,"New Bedford, MA",3,0.104858441104509,37
"Bob Damron's Address Book",1975,2861,"New Brunswick, NJ",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"New City, NY",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"New Haven, CT",8,0.279622509612024,32
"Bob Damron's Address Book",1975,2861,"New Hope, PA",10,0.34952813701503,30
"Bob Damron's Address Book",1975,2861,"New London, CT",3,0.104858441104509,37
"Bob Damron's Address Book",1975,2861,"New Orleans, LA",49,1.71268787137365,7
"Bob Damron's Address Book",1975,2861,"Newark, NJ",3,0.104858441104509,37
"Bob Damron's Address Book",1975,2861,"Newport, RI",3,0.104858441104509,37
"Bob Damron's Address Book",1975,2861,"Newtown, CT",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Niagara Falls, NY",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Norfolk, VA",13,0.454386578119539,27
"Bob Damron's Address Book",1975,2861,"North Beach, MD",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"North Hollywood, CA",20,0.699056274030059,22
"Bob Damron's Address Book",1975,2861,"Norwalk, CA",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Nyack, NY",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Oakland, CA",14,0.489339391821042,26
"Bob Damron's Address Book",1975,2861,"Ocean City, MD",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Oceanside, CA",3,0.104858441104509,37
"Bob Damron's Address Book",1975,2861,"Odessa, TX",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Ogunquit, ME",5,0.174764068507515,35
"Bob Damron's Address Book",1975,2861,"Oklahoma City, OK",10,0.34952813701503,30
"Bob Damron's Address Book",1975,2861,"Olean, NY",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Omaha, NE",7,0.244669695910521,33
"Bob Damron's Address Book",1975,2861,"Orange, NJ",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Orlando, FL",10,0.34952813701503,30
"Bob Damron's Address Book",1975,2861,"Oshkosh, WI",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Oxford, MS",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Palm Springs, CA",14,0.489339391821042,26
"Bob Damron's Address Book",1975,2861,"Palo Alto, CA",6,0.209716882209018,34
"Bob Damron's Address Book",1975,2861,"Panama City, FL",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Paris, TN",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Pasadena, CA",7,0.244669695910521,33
"Bob Damron's Address Book",1975,2861,"Pascagoula, MS",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Patterson, NJ",2,0.0699056274030059,38
"Bob Damron's Address Book",1975,2861,"Pensacola, FL",10,0.34952813701503,30
"Bob Damron's Address Book",1975,2861,"Peoria, IL",5,0.174764068507515,35
"Bob Damron's Address Book",1975,2861,"Philadelphia, PA",45,1.57287661656763,10
"Bob Damron's Address Book",1975,2861,"Phillipsburg, NJ",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Phillipsville, CA",1,0.034952813701503,39
"Bob Damron's Address Book",1975,2861,"Phoenix, AZ",17,0.59419783292555,24
