start_time,end_time,amount_value,amount_currency,line_item,project_id,organization_id,project_name,organization_name
1748995200,1749081600,1.7596116999999998,usd,,proj_A6Bs03tWYndMmCj9oS8oKys0,org-MWNEBd6xBFyLXZvenajJhKqI,Default project,Personal
